activity,timeStamp,x,y,z
Standing,1.576590142999e+12,-0.015690614,-0.9012314,-0.3089096
Standing,1.576590143193e+12,-0.020593261,-0.89927065,-0.31087035
Standing,1.576590143316e+12,-0.020593261,-0.90025026,-0.30400544
Standing,1.576590143451e+12,-0.022555541,-0.90025026,-0.31381226
Standing,1.576590143673e+12,-0.02745819,-0.89927065,-0.31087035
Standing,1.57659014391e+12,-0.020593261,-0.90025026,-0.30694884
Standing,1.576590143929e+12,-0.020593261,-0.9012314,-0.30498657
Standing,1.576590144295e+12,-0.019613648,-0.9012314,-0.30989075
Standing,1.576590144577e+12,-0.023536682,-0.8982895,-0.30400544
Standing,1.576590144633e+12,-0.022555541,-0.90025026,-0.3089096
Standing,1.576590145045e+12,-0.017651368,-0.8982895,-0.31087035
Standing,1.57659014537e+12,-0.021574402,-0.89927065,-0.30989075
Standing,1.576590145663e+12,-0.021574402,-0.89927065,-0.31087035
Standing,1.576590145652e+12,-0.021574402,-0.89927065,-0.30792847
Standing,1.57659014574e+12,-0.022555541,-0.8982895,-0.3089096
Standing,1.576590146197e+12,-0.017651368,-0.89927065,-0.30400544
Standing,1.576590146465e+12,-0.022555541,-0.89927065,-0.30989075
Standing,1.576590124457e+12,-0.025497437,-0.868869,-0.3854019
Standing,1.57659012467e+12,-0.021574402,-0.86788785,-0.3883438
Standing,1.57659012477e+12,-0.023536682,-0.8718109,-0.39226532
Standing,1.576590124857e+12,-0.021574402,-0.868869,-0.3942276
Standing,1.576590124871e+12,-0.023536682,-0.86985016,-0.3883438
Standing,1.57659012515e+12,-0.024516296,-0.8718109,-0.38638154
Standing,1.576590125262e+12,-0.024516296,-0.8708313,-0.38736266
Standing,1.576590125321e+12,-0.022555541,-0.87279207,-0.3854019
Standing,1.576590125529e+12,-0.024516296,-0.8708313,-0.38246003
Standing,1.576590125575e+12,-0.022555541,-0.8737732,-0.38343963
Standing,1.576590125696e+12,-0.023536682,-0.8747528,-0.37363282
Standing,1.576590125801e+12,-0.02745819,-0.868869,-0.3755951
Standing,1.576590129285e+12,-0.030400086,-0.8855408,-0.3520584
Standing,1.57659012967e+12,-0.02942047,-0.89044344,-0.35303956
Standing,1.576590129792e+12,-0.02942047,-0.88652194,-0.3520584
Standing,1.576590130331e+12,-0.024516296,-0.88652194,-0.35598144
Standing,1.576590130417e+12,-0.021574402,-0.8884827,-0.35500032
Standing,1.576590130422e+12,-0.028439332,-0.88652194,-0.3569626
Standing,1.576590130489e+12,-0.02942047,-0.879657,-0.34715575
Standing,1.576590130519e+12,-0.026478577,-0.8825989,-0.3491165
Standing,1.576590130859e+12,-0.018632507,-0.8933853,-0.330484
Standing,1.576590131276e+12,-0.016671753,-0.89044344,-0.34421387
Standing,1.576590133634e+12,-0.019613648,-0.8894638,-0.3393097
Standing,1.576590133737e+12,-0.017651368,-0.89142454,-0.33538818
Standing,1.576590133754e+12,-0.015690614,-0.8894638,-0.3422516
Standing,1.576590133927e+12,-0.011767578,-0.8884827,-0.3334259
Standing,1.576590133954e+12,-0.012748718,-0.8924057,-0.3363678
Standing,1.576590134305e+12,-0.018632507,-0.89436644,-0.33440703
Standing,1.576590134578e+12,-0.020593261,-0.8924057,-0.32950288
Standing,1.576590134904e+12,-0.017651368,-0.89730835,-0.32460022
Standing,1.576590135173e+12,-0.017651368,-0.8924057,-0.32558137
Standing,1.576590135478e+12,-0.022555541,-0.89142454,-0.330484
Standing,1.576590135556e+12,-0.017651368,-0.89730835,-0.32852325
Standing,1.576590139574e+12,-0.020593261,-0.8982895,-0.3147934
Standing,1.57659013959e+12,-0.021574402,-0.89436644,-0.3118515
Standing,1.576590140191e+12,-0.015690614,-0.90319216,-0.31381226
Standing,1.576590140195e+12,-0.019613648,-0.90417325,-0.31381226
Standing,1.576590140246e+12,-0.008825684,-0.90319216,-0.30989075
Standing,1.576590140452e+12,-0.016671753,-0.9012314,-0.30498657
Standing,1.576590140687e+12,-0.020593261,-0.8982895,-0.3118515
Standing,1.576590140769e+12,-0.021574402,-0.89436644,-0.3147934
Standing,1.576590141055e+12,-0.020593261,-0.90025026,-0.31675416
Standing,1.57659014106e+12,-0.023536682,-0.90319216,-0.31577453
Standing,1.576590141782e+12,-0.019613648,-0.90025026,-0.3089096
Standing,1.576590141966e+12,-0.017651368,-0.9012314,-0.3118515
Standing,1.576590142408e+12,-0.018632507,-0.89730835,-0.31381226
Standing,1.576590142577e+12,-0.023536682,-0.89730835,-0.30989075
Standing,1.576590142904e+12,-0.021574402,-0.89730835,-0.31773528
Standing,1.57659014318e+12,-0.016671753,-0.89730835,-0.31969756
Standing,1.576590143559e+12,-0.017651368,-0.89927065,-0.31087035
Standing,1.576590143858e+12,-0.022555541,-0.90025026,-0.31087035
Standing,1.576590143868e+12,-0.022555541,-0.9012314,-0.31087035
Standing,1.576590144393e+12,-0.020593261,-0.90025026,-0.30596772
Standing,1.576590144397e+12,-0.021574402,-0.90319216,-0.31087035
Standing,1.576590145109e+12,-0.018632507,-0.90025026,-0.30989075
Standing,1.576590145247e+12,-0.020593261,-0.90025026,-0.3030258
Standing,1.576590145399e+12,-0.023536682,-0.8982895,-0.3089096
Standing,1.576590146252e+12,-0.018632507,-0.8963272,-0.3020447
Standing,1.576590124152e+12,-0.022555541,-0.86690825,-0.38736266
Standing,1.576590124237e+12,-0.026478577,-0.86788785,-0.38736266
Standing,1.576590124453e+12,-0.023536682,-0.86788785,-0.38343963
Standing,1.576590124765e+12,-0.026478577,-0.8718109,-0.3893234
Standing,1.576590124978e+12,-0.025497437,-0.8708313,-0.39128572
Standing,1.576590125184e+12,-0.023536682,-0.87279207,-0.38442078
Standing,1.576590125532e+12,-0.024516296,-0.8708313,-0.38147888
Standing,1.576590125621e+12,-0.025497437,-0.8737732,-0.3893234
Standing,1.57659012574e+12,-0.025497437,-0.8737732,-0.3765747
Standing,1.576590125727e+12,-0.025497437,-0.8737732,-0.3726532
Standing,1.576590125776e+12,-0.024516296,-0.875734,-0.38246003
Standing,1.576590125917e+12,-0.026478577,-0.87279207,-0.3726532
Standing,1.576590129203e+12,-0.030400086,-0.88455963,-0.3520584
Standing,1.576590129242e+12,-0.030400086,-0.88455963,-0.3510788
Standing,1.576590129258e+12,-0.02745819,-0.88750154,-0.35598144
Standing,1.576590129429e+12,-0.028439332,-0.8835785,-0.3579422
Standing,1.576590129434e+12,-0.02942047,-0.8855408,-0.34715575
Standing,1.576590129933e+12,-0.028439332,-0.88455963,-0.34519348
Standing,1.576590129945e+12,-0.031381227,-0.88652194,-0.35303956
Standing,1.576590130051e+12,-0.026478577,-0.8855408,-0.3383301
Standing,1.576590130101e+12,-0.036283873,-0.8924057,-0.35009766
Standing,1.576590130134e+12,-0.02942047,-0.88652194,-0.3393097
Standing,1.576590130189e+12,-0.03334198,-0.88750154,-0.34813538
Standing,1.576590130555e+12,-0.026478577,-0.88652194,-0.3569626
Standing,1.576590130657e+12,-0.026478577,-0.8835785,-0.32754213
Standing,1.576590130736e+12,-0.021574402,-0.8953476,-0.34617463
Standing,1.576590131092e+12,-0.020593261,-0.8924057,-0.32754213
Standing,1.576590131096e+12,-0.020593261,-0.89142454,-0.3334259
Standing,1.57659013111e+12,-0.019613648,-0.8894638,-0.34127197
Standing,1.576590131115e+12,-0.019613648,-0.8884827,-0.34029084
Standing,1.576590131119e+12,-0.017651368,-0.8924057,-0.3422516
Standing,1.57659013129e+12,-0.015690614,-0.8894638,-0.34029084
Standing,1.576590131354e+12,-0.016671753,-0.89044344,-0.34323272
Standing,1.576590133727e+12,-0.018632507,-0.89142454,-0.33440703
Standing,1.576590133867e+12,-0.013729858,-0.8933853,-0.3363678
Standing,1.576590134346e+12,-0.018632507,-0.89142454,-0.3393097
Standing,1.57659013473e+12,-0.019613648,-0.8953476,-0.330484
Standing,1.576590135068e+12,-0.018632507,-0.89142454,-0.32950288
Standing,1.576590135226e+12,-0.016671753,-0.8963272,-0.33146515
Standing,1.576590135259e+12,-0.023536682,-0.8963272,-0.32558137
Standing,1.57659013547e+12,-0.019613648,-0.8924057,-0.3216583
Standing,1.576590135662e+12,-0.020593261,-0.8953476,-0.3334259
Standing,1.576590135766e+12,-0.016671753,-0.8953476,-0.32558137
Standing,1.576590135854e+12,-0.016671753,-0.8953476,-0.32361907
Standing,1.576590135947e+12,-0.020593261,-0.8924057,-0.32656097
Standing,1.57659013955e+12,-0.022555541,-0.89436644,-0.32852325
Standing,1.576590139583e+12,-0.019613648,-0.8982895,-0.30596772
Standing,1.576590139734e+12,-0.022555541,-0.8982895,-0.3206772
Standing,1.576590139791e+12,-0.020593261,-0.8982895,-0.3206772
Standing,1.57659014001e+12,-0.020593261,-0.89927065,-0.30792847
Standing,1.57659014007e+12,-0.020593261,-0.9051544,-0.30596772
Standing,1.576590140123e+12,-0.019613648,-0.89927065,-0.31871644
Standing,1.576590140332e+12,-0.012748718,-0.9051544,-0.31577453
Standing,1.576590140463e+12,-0.019613648,-0.90025026,-0.3118515
Standing,1.576590140511e+12,-0.018632507,-0.8982895,-0.30596772
Standing,1.576590140597e+12,-0.017651368,-0.8982895,-0.31283265
Standing,1.576590140627e+12,-0.021574402,-0.8963272,-0.3089096
Standing,1.576590140829e+12,-0.019613648,-0.8963272,-0.31381226
Standing,1.576590140934e+12,-0.021574402,-0.9012314,-0.31283265
Standing,1.576590140997e+12,-0.021574402,-0.89730835,-0.31381226
Standing,1.57659014114e+12,-0.022555541,-0.89927065,-0.31087035
Standing,1.576590141711e+12,-0.015690614,-0.89927065,-0.30694884
Standing,1.576590141899e+12,-0.016671753,-0.8982895,-0.31087035
Standing,1.576590141931e+12,-0.017651368,-0.9012314,-0.31773528
Standing,1.576590142107e+12,-0.018632507,-0.8953476,-0.30989075
Standing,1.576590142263e+12,-0.019613648,-0.9012314,-0.31087035
Standing,1.576590142288e+12,-0.018632507,-0.8963272,-0.31283265
Standing,1.576590142572e+12,-0.019613648,-0.8963272,-0.31283265
Standing,1.576590143083e+12,-0.018632507,-0.89927065,-0.31871644
Standing,1.576590143461e+12,-0.017651368,-0.9022125,-0.31283265
Standing,1.576590143565e+12,-0.022555541,-0.89927065,-0.31087035
Standing,1.576590144079e+12,-0.022555541,-0.9022125,-0.31283265
Standing,1.576590144497e+12,-0.020593261,-0.8982895,-0.3089096
Standing,1.576590144516e+12,-0.021574402,-0.90025026,-0.30596772
Standing,1.576590144883e+12,-0.017651368,-0.9012314,-0.30792847
Standing,1.576590144964e+12,-0.024516296,-0.89927065,-0.30498657
Standing,1.576590145361e+12,-0.019613648,-0.9012314,-0.30989075
Standing,1.576590145584e+12,-0.021574402,-0.90025026,-0.30106354
Standing,1.576590146262e+12,-0.021574402,-0.89927065,-0.30792847
Standing,1.576590146386e+12,-0.020593261,-0.8963272,-0.3089096
Standing,1.576590146391e+12,-0.019613648,-0.8963272,-0.30694884
Standing,1.576590146418e+12,-0.020593261,-0.8953476,-0.30596772
Standing,1.576590146501e+12,-0.019613648,-0.9012314,-0.3118515
Standing,1.576590125328e+12,-0.023536682,-0.8747528,-0.38343963
Standing,1.576590125371e+12,-0.023536682,-0.8747528,-0.3854019
Standing,1.576590125835e+12,-0.026478577,-0.86985016,-0.37755585
Standing,1.5765901259e+12,-0.025497437,-0.875734,-0.37755585
Standing,1.576590129166e+12,-0.028439332,-0.87671506,-0.38049775
Standing,1.576590129177e+12,-0.026478577,-0.8825989,-0.34617463
Standing,1.576590129374e+12,-0.024516296,-0.88455963,-0.3422516
Standing,1.576590129552e+12,-0.028439332,-0.8855408,-0.34421387
Standing,1.576590129571e+12,-0.024516296,-0.8884827,-0.35598144
Standing,1.576590129615e+12,-0.030400086,-0.8894638,-0.3393097
Standing,1.576590129625e+12,-0.02745819,-0.88750154,-0.34813538
Standing,1.576590129769e+12,-0.02942047,-0.88652194,-0.34715575
Standing,1.576590129846e+12,-0.030400086,-0.8855408,-0.3422516
Standing,1.576590130116e+12,-0.02745819,-0.88750154,-0.34421387
Standing,1.576590130325e+12,-0.023536682,-0.88750154,-0.3569626
Standing,1.576590131087e+12,-0.022555541,-0.89044344,-0.33538818
Standing,1.576590131124e+12,-0.020593261,-0.89142454,-0.3363678
Standing,1.576590131246e+12,-0.014709473,-0.8894638,-0.34617463
Standing,1.576590131358e+12,-0.017651368,-0.88750154,-0.34421387
Standing,1.576590133638e+12,-0.018632507,-0.8894638,-0.3383301
Standing,1.576590133731e+12,-0.016671753,-0.89142454,-0.33440703
Standing,1.57659013476e+12,-0.021574402,-0.8953476,-0.32460022
Standing,1.576590134954e+12,-0.023536682,-0.8963272,-0.32852325
Standing,1.576590134982e+12,-0.023536682,-0.89927065,-0.32852325
Standing,1.576590135042e+12,-0.019613648,-0.8953476,-0.33440703
Standing,1.576590135119e+12,-0.018632507,-0.8924057,-0.32460022
Standing,1.576590135398e+12,-0.015690614,-0.8933853,-0.33440703
Standing,1.576590135701e+12,-0.019613648,-0.8924057,-0.32950288
Standing,1.57659013588e+12,-0.017651368,-0.8933853,-0.32558137
Standing,1.576590135918e+12,-0.019613648,-0.8924057,-0.32852325
Standing,1.576590136118e+12,-0.020593261,-0.8933853,-0.32950288
Standing,1.576590136152e+12,-0.021574402,-0.8924057,-0.33146515
Standing,1.576590139729e+12,-0.023536682,-0.90025026,-0.31381226
Standing,1.576590139751e+12,-0.020593261,-0.8982895,-0.3206772
Standing,1.576590140015e+12,-0.020593261,-0.9012314,-0.30694884
Standing,1.576590140076e+12,-0.017651368,-0.90319216,-0.3118515
Standing,1.576590140361e+12,-0.009806824,-0.9012314,-0.30792847
Standing,1.576590140591e+12,-0.018632507,-0.8963272,-0.30596772
Standing,1.576590140905e+12,-0.020593261,-0.8982895,-0.31675416
Standing,1.576590141874e+12,-0.020593261,-0.90025026,-0.31283265
Standing,1.576590142083e+12,-0.020593261,-0.89730835,-0.31381226
Standing,1.576590142425e+12,-0.019613648,-0.90025026,-0.3147934
Standing,1.576590142849e+12,-0.018632507,-0.90025026,-0.3216583
Standing,1.576590143339e+12,-0.021574402,-0.89927065,-0.30792847
Standing,1.57659014385e+12,-0.022555541,-0.8982895,-0.30498657
Standing,1.57659014482e+12,-0.019613648,-0.9022125,-0.30694884
Standing,1.576590144891e+12,-0.018632507,-0.90025026,-0.3089096
Standing,1.57659014548e+12,-0.019613648,-0.90025026,-0.3020447
Standing,1.57659014588e+12,-0.024516296,-0.89927065,-0.3089096
Standing,1.576590146066e+12,-0.021574402,-0.89927065,-0.30596772
